Replicate,Position_ID,Type,Frame,Cell_ID,Area_um_2,,,,Perimeter,Circularity,,,,Aspect_ratio,Round,Solidity
Rep2,Pos010,Compressed,20,5,1352.018,255,255,255,165.11,0.623,344764.472,100,266985,1.48,0.676,0.823
Rep2,Pos010,Compressed,20,6,1518.598,255,255,255,160.954,0.737,387242.616,100,299880,1.196,0.836,0.908
Rep2,Pos010,Compressed,20,7,1612.865,255,255,255,171.31,0.691,411280.635,100,318495,1.277,0.783,0.856
Rep2,Pos010,Compressed,20,8,1842.721,255,255,255,165.386,0.847,469893.888,100,363885,1.127,0.887,0.948
Rep2,Pos010,Compressed,20,9,1336.522,255,255,255,135.679,0.912,340813.016,100,263925,1.103,0.907,0.965
Rep2,Pos010,Compressed,20,10,1414.001,255,255,255,159.233,0.701,360570.293,100,279225,1.618,0.618,0.868
Rep2,Pos010,Compressed,20,11,1824.643,255,255,255,190.043,0.635,465283.857,100,360315,2.116,0.473,0.87
Rep2,Pos010,Compressed,25,1,1200.932,255,255,255,156.295,0.618,306237.783,100,237150,1.909,0.524,0.859
Rep2,Pos010,Compressed,25,2,1798.816,255,255,255,178.404,0.71,458698.098,100,355215,2.298,0.435,0.922
Rep2,Pos010,Compressed,25,3,1368.805,255,255,255,185.726,0.499,349045.215,100,270300,1.463,0.684,0.77
Rep2,Pos010,Compressed,25,4,854.857,255,255,255,110.127,0.886,217988.615,100,168810,1.144,0.874,0.944
Rep2,Pos010,Compressed,25,5,1633.526,255,255,255,180.629,0.629,416549.242,100,322575,1.987,0.503,0.857
Rep2,Pos010,Compressed,25,6,1545.716,255,255,255,157.236,0.786,394157.662,100,305235,1.327,0.753,0.915
Rep2,Pos010,Compressed,25,7,1670.975,255,255,255,163.94,0.781,426098.592,100,329970,1.449,0.69,0.914
Rep2,Pos010,Compressed,25,8,1380.427,255,255,255,140.11,0.884,352008.806,100,272595,1.213,0.824,0.95
Rep2,Pos010,Compressed,25,9,1729.085,255,255,255,168.21,0.768,440916.55,100,341445,1.201,0.832,0.898
Rep2,Pos010,Compressed,25,10,2208.166,255,255,255,201.911,0.681,563082.375,100,436050,1.846,0.542,0.914
Rep2,Pos010,Compressed,25,11,1778.155,255,255,255,189.054,0.625,453429.491,100,351135,2.496,0.401,0.909
Rep2,Pos010,Compressed,30,1,1132.492,255,255,255,138.113,0.746,288785.522,100,223635,1.246,0.802,0.894
Rep2,Pos010,Compressed,30,2,880.684,255,255,255,118.438,0.789,224574.374,100,173910,1.35,0.741,0.919
Rep2,Pos010,Compressed,30,3,1556.047,255,255,255,163.113,0.735,396791.966,100,307275,1.644,0.608,0.913
Rep2,Pos010,Compressed,30,4,1691.636,255,255,255,156.409,0.869,431367.199,100,334050,1.201,0.832,0.949
Rep2,Pos010,Compressed,30,5,1745.872,255,255,255,179.183,0.683,445197.293,100,344760,1.167,0.857,0.878
Rep2,Pos010,Compressed,30,6,1282.286,255,255,255,141.165,0.809,326982.923,100,253215,1.634,0.612,0.935
Rep2,Pos010,Compressed,30,7,2068.703,255,255,255,206.456,0.61,527519.277,100,408510,2.084,0.48,0.862
Rep2,Pos010,Compressed,30,8,1899.539,255,255,255,186.116,0.689,484382.557,100,375105,2.241,0.446,0.948
Rep2,Pos010,Compressed,35,1,1145.405,255,255,255,133.292,0.81,292078.401,100,226185,1.276,0.783,0.919
Rep2,Pos010,Compressed,35,2,1381.718,255,255,255,211.715,0.387,352338.094,100,272850,4.408,0.227,0.856
Rep2,Pos010,Compressed,35,3,907.802,255,255,255,117.772,0.822,231489.421,100,179265,1.106,0.905,0.912
Rep2,Pos010,Compressed,35,4,1535.386,255,255,255,171.148,0.659,391523.359,100,303195,1.948,0.513,0.885
Rep2,Pos010,Compressed,35,5,934.919,255,255,255,149.752,0.524,238404.467,100,184620,3.193,0.313,0.832
Rep2,Pos010,Compressed,35,6,1632.235,255,255,255,212.219,0.455,416219.954,100,322320,3.276,0.305,0.723
Rep2,Pos010,Compressed,35,7,1373.97,255,255,255,167.934,0.612,350362.367,100,271320,2.649,0.378,0.864
Rep2,Pos010,Compressed,35,8,1530.22,255,255,255,152.301,0.829,390206.207,100,302175,1.303,0.768,0.933
Rep2,Pos010,Compressed,35,9,1905.996,255,255,255,212.495,0.53,486028.997,100,376380,1.783,0.561,0.8
Rep2,Pos010,Compressed,35,10,1532.803,255,255,255,168.096,0.682,390864.783,100,302685,1.751,0.571,0.9
Rep2,Pos010,Compressed,35,11,1583.165,255,255,255,224.02,0.396,403707.013,100,312630,3.444,0.29,0.691
Rep2,Pos010,Compressed,35,12,1114.414,255,255,255,125.256,0.893,284175.491,100,220065,1.11,0.901,0.949
Rep2,Pos010,Compressed,35,13,1893.083,255,255,255,167.82,0.845,482736.118,100,373830,1.465,0.683,0.94
Rep2,Pos010,Compressed,40,1,1082.131,255,255,255,162.057,0.518,275943.292,100,213690,2.251,0.444,0.784
Rep2,Pos010,Compressed,40,2,1419.166,255,255,255,190.433,0.492,361887.444,100,280245,3.493,0.286,0.77
Rep2,Pos010,Compressed,40,3,1594.787,255,255,255,164.054,0.745,406670.604,100,314925,1.657,0.604,0.914
Rep2,Pos010,Compressed,40,4,870.353,255,255,255,122.984,0.723,221940.071,100,171870,1.764,0.567,0.899
Rep2,Pos010,Compressed,40,5,1452.741,255,255,255,188.322,0.515,370448.931,100,286875,1.909,0.524,0.746
Rep2,Pos010,Compressed,40,6,994.32,255,255,255,126.863,0.776,253551.713,100,196350,1.157,0.864,0.896
Rep2,Pos010,Compressed,40,7,1472.111,255,255,255,154.298,0.777,375388.25,100,290700,1.535,0.652,0.932
Rep2,Pos010,Compressed,40,8,1371.387,255,255,255,146.814,0.8,349703.791,100,270810,1.398,0.715,0.927
Rep2,Pos010,Compressed,40,9,2042.877,255,255,255,211.049,0.576,520933.519,100,403410,2.05,0.488,0.831
Rep2,Pos010,Compressed,40,10,1594.787,255,255,255,166.488,0.723,406670.604,100,314925,1.245,0.803,0.899
Rep2,Pos010,Compressed,40,11,1871.13,255,255,255,182.902,0.703,477138.223,100,369495,1.482,0.675,0.896
Rep2,Pos010,Compressed,45,1,1064.052,255,255,255,132.464,0.762,271333.261,100,210120,1.269,0.788,0.892
Rep2,Pos010,Compressed,45,2,1306.821,255,255,255,180.011,0.507,333239.394,100,258060,3.426,0.292,0.865
Rep2,Pos010,Compressed,45,3,1547.008,255,255,255,199.8,0.487,394486.95,100,305490,2.026,0.494,0.747
Rep2,Pos010,Compressed,45,4,1543.134,255,255,255,213.94,0.424,393499.086,100,304725,3.576,0.28,0.755
Rep2,Pos010,Compressed,45,5,693.442,255,255,255,108.406,0.742,176827.623,100,136935,1.158,0.863,0.866
Rep2,Pos010,Compressed,45,6,911.676,255,255,255,126.312,0.718,232477.285,100,180030,1.643,0.609,0.89
Rep2,Pos010,Compressed,45,7,1510.851,255,255,255,175.028,0.62,385266.888,100,298350,1.365,0.733,0.875
Rep2,Pos010,Compressed,45,8,1384.301,255,255,255,151.635,0.757,352996.67,100,273360,1.464,0.683,0.903
Rep2,Pos010,Compressed,45,9,1550.882,255,255,255,171.814,0.66,395474.814,100,306255,1.307,0.765,0.886
